object	relation	subject_external_db	subject_external_id	subject_name	comment
alpha/beta Kenyon cell	is_a	neuprint_JRC	940079568	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	860261985	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813032946	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980219	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	296143798	FB9A^FB09a_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	332340127	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	326849964	FB9B_c^FB09c_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	1442176747	FB1A^FB01a_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5812983166	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	848662421	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	331662717	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	798537456	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	580951922	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	549572017	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	327945928	(aDT6c)(MBDLaxon1)	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980799	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	363729312	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	5813069331	FB6C_a^FB06c_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	5813071027	FB6C_b^FB06d_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	569313277	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	330661573	FB6S^FB06x_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021292	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	736808904	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	297519807	FB8F_b^FB08i_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	735785459	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	970772961	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980615	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	767502627	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	916629616	FB8F_b^FB08i_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	296514350	FB1B^FB01b_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
LNd neuron	is_a	neuprint_JRC	448260940	LNd(aSP7a)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	1108541296	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5812983576	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813067761	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021400	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5812981669	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	885603106	FB7E^FB07j_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	846611908	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	297938303	(aDT6e)(MBDLaxon2)	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	849685478	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	922677093	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	513848395	(MBDLaxon2)	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	784844007	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	886285443	FB9B_b^FB09(?)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	785888696	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	755177787	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980590	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813050820	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	971118588	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980209	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	295136778	FB8A^FB08b_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	296155122	FB8F_b^FB08i_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	886280616	FB9B_b^FB09e_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
MB-alpha neuron of the dopaminergic PPL1 cluster	is_a	neuprint_JRC	5813019607	PPL106(a3)(PDL05)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	885607728	FB8G^FB07m_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
octopaminergic VPM3 neuron	is_a	neuprint_JRC	5813061260	OA-VPM3(NO2/NO3)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	300455904	FB8F_a^FB07f_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	329772284	FB6S^FB06x_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	816219675	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	753489735	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	362701875	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980212	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
DN1p neuron	is_a	neuprint_JRC	324846570	DN1pA_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980802	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	5813020735	FB7A^FB07b_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	549576117	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5812982211	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5812983131	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	673715784	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	363384138	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813020831	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	693841929	KCab-sc	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	519573099	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	908689934	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	908685688	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	891642281	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	325489440	FB8D^FB08f_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813054342	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	330074324	(ADM04)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	736126668	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	767161677	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	363042781	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	332344908	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	767502579	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
adult mushroom body anterior paired lateral cell	is_a	neuprint_JRC	425790257	APL_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	886284719	FB9B_a^FB09c_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	1451695303	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
dopaminergic PAM neuron 4	is_a	neuprint_JRC	1140996390	PAM04_a(B2)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813020274	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	946308203	FB6A^FB06a_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
LNd neuron	is_a	neuprint_JRC	296544364	LNd(aSP7a)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	886285039	FB9B_a^FB09c_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	916292026	FB7A^FB07b_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	329102850	FB8F_a^FB07f_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	235985275	FB8E^FB08k_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	753852396	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	735785583	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	546307782	(PDM09)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	769721865	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813057213	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta posterior Kenyon cell	is_a	neuprint_JRC	5813021788	KCab-p	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	798192115	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	972080542	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	940425232	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021999	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	361104490	(MBDLaxon1)	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	298944444	FB6U^FB06oa_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	326870795	FB9B_e^FB09i_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
DN1p neuron	is_a	neuprint_JRC	5813071319	DN1pB_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	329638509	FB7E^FB07j_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813022042	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	545906392	(MBDLaxon2)	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	1016459595	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	940084060	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	570288900	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	331999213	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	363733406	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	332685755	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	1420306364	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980803	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	5813127091	FB9A^FB09a_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	5813010809	FB8G^FB07h_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	236331138	FB7G^FB06f_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021446	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	538282782	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021441	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	909704857	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	877987539	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5812980414	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813114253	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	860607367	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813011454	(PDM12)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5812982514	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	885944105	FB9B_d^FB09b_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	265655867	FB8F_b^FB08i_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	5813071475	FB7E^FB07j_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	846611449	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	363038831	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	911400981	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
dopaminergic PAM neuron 10	is_a	neuprint_JRC	328546871	PAM10(B1)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	538653955	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	785198372	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021989	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5812983114	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813019772	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	363370708	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
fan-shaped neuron	is_a	neuprint_JRC	886626370	FB9B_c^FB09d_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	909026992	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813063449	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	847297982	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813039644	(PDM05)_L	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	5813009955	(MBDLaxon2)	Typing based on mapping assertion in neuprint hemibrain v1.0.1
dopaminergic PAM neuron 9	is_a	neuprint_JRC	359586213	PAM09(B1ped)_R	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	815921891	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	1047157746	KCab-a	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	798196461	KCab-c	Typing based on mapping assertion in neuprint hemibrain v1.0.1
alpha/beta Kenyon cell	is_a	neuprint_JRC	877992236	KCab-s	Typing based on mapping assertion in neuprint hemibrain v1.0.1
